Serial No , Queue No , Type , Length , Speed , Arrival , Depart, Service , Wait 
2118,3,medium,9,13,10000,0,0,0
2119,3,medium,8,11,10000,0,0,0
2120,3,large,13,7,10000,0,0,0
2121,3,small,4,18,10000,0,0,0
2122,3,small,3,19,10000,0,0,0
2123,3,small,3,19,10000,0,0,0
2124,1,large,16,7,10100,0,0,0
2125,1,small,3,19,10100,0,0,0
2126,1,small,3,17,10100,0,0,0
2127,1,large,16,6,10100,0,0,0
2128,1,medium,9,12,10100,0,0,0
2129,1,small,3,15,10100,0,0,0
2130,1,medium,8,14,10100,0,0,0
2131,2,small,3,19,10100,0,0,0
2132,2,medium,9,13,10100,0,0,0
2133,2,small,4,16,10100,0,0,0
2134,2,medium,7,13,10100,0,0,0
2135,2,small,4,15,10100,0,0,0
2136,2,large,14,8,10100,0,0,0
2137,2,large,12,8,10100,0,0,0
2138,2,medium,8,12,10100,0,0,0
2139,3,large,15,6,10100,0,0,0
2140,3,medium,9,11,10100,0,0,0
2141,3,small,4,16,10100,0,0,0
2142,3,large,12,5,10100,0,0,0
2143,3,large,12,5,10100,0,0,0
2144,3,large,13,7,10100,0,0,0
2145,1,medium,8,12,10200,0,0,0
2146,1,medium,7,14,10200,0,0,0
2147,1,small,4,15,10200,0,0,0
2148,1,small,3,19,10200,0,0,0
2149,1,small,4,19,10200,0,0,0
2150,1,medium,8,12,10200,0,0,0
2151,2,small,4,17,10200,0,0,0
2152,2,large,14,8,10200,0,0,0
2153,2,large,12,8,10200,0,0,0
2154,2,medium,7,11,10200,0,0,0
2155,2,medium,8,13,10200,0,0,0
2156,2,medium,9,13,10200,0,0,0
2157,3,medium,9,11,10200,0,0,0
2158,3,small,3,17,10200,0,0,0
2159,3,medium,9,12,10200,0,0,0
2160,3,small,3,17,10200,0,0,0
2161,3,small,3,17,10200,0,0,0
2162,3,medium,7,11,10200,0,0,0
2163,3,small,4,18,10200,0,0,0
2164,3,small,4,19,10200,0,0,0
2165,1,medium,8,12,10300,0,0,0
2166,1,large,13,8,10300,0,0,0
2167,1,medium,8,14,10300,0,0,0
2168,1,large,13,6,10300,0,0,0
2169,1,small,4,15,10300,0,0,0
2170,1,large,13,6,10300,0,0,0
2171,1,large,15,5,10300,0,0,0
2172,2,small,3,15,10300,0,0,0
2173,2,small,3,18,10300,0,0,0
2174,2,medium,8,14,10300,0,0,0
2175,2,large,14,9,10300,0,0,0
2176,2,large,13,8,10300,0,0,0
2177,2,medium,9,11,10300,0,0,0
2178,2,small,4,16,10300,0,0,0
2179,3,medium,7,14,10300,0,0,0
2180,3,small,3,19,10300,0,0,0
2181,3,medium,9,14,10300,0,0,0
2182,3,small,3,19,10300,0,0,0
2183,3,medium,9,12,10300,0,0,0
2184,3,medium,7,11,10300,0,0,0
2185,1,small,4,19,10400,0,0,0
2186,1,medium,7,13,10400,0,0,0
2187,1,large,13,8,10400,0,0,0
2188,1,small,4,18,10400,0,0,0
2189,1,medium,7,11,10400,0,0,0
2190,1,medium,8,12,10400,0,0,0
2191,2,small,3,15,10400,0,0,0
2192,2,large,16,9,10400,0,0,0
2193,2,medium,8,13,10400,0,0,0
2194,2,medium,7,12,10400,0,0,0
2195,2,small,3,18,10400,0,0,0
2196,2,medium,7,12,10400,0,0,0
2197,3,large,12,9,10400,0,0,0
2198,3,small,4,15,10400,0,0,0
2199,3,medium,9,13,10400,0,0,0
2200,3,large,13,9,10400,0,0,0
2201,3,large,13,5,10400,0,0,0
2202,3,small,4,18,10400,0,0,0
2203,3,medium,7,14,10400,0,0,0
2204,3,medium,7,14,10400,0,0,0
2205,1,medium,9,12,10500,0,0,0
2206,1,small,4,18,10500,0,0,0
2207,1,large,15,6,10500,0,0,0
2208,1,medium,9,13,10500,0,0,0
2209,1,medium,8,13,10500,0,0,0
2210,1,small,3,16,10500,0,0,0
2211,1,large,12,9,10500,0,0,0
2212,1,large,13,5,10500,0,0,0
2213,2,small,3,19,10500,0,0,0
2214,2,small,3,18,10500,0,0,0
2215,2,large,13,6,10500,0,0,0
2216,2,small,3,15,10500,0,0,0
2217,2,small,3,16,10500,0,0,0
2218,2,large,16,7,10500,0,0,0
2219,2,large,15,9,10500,0,0,0
2220,3,small,4,17,10500,0,0,0
2221,3,small,3,16,10500,0,0,0
2222,3,large,14,8,10500,0,0,0
2223,3,small,4,19,10500,0,0,0
2224,3,small,3,19,10500,0,0,0
2225,3,large,13,5,10500,0,0,0
2226,1,large,16,6,10600,0,0,0
2227,1,small,3,16,10600,0,0,0
2228,1,large,16,9,10600,0,0,0
2229,1,medium,7,14,10600,0,0,0
2230,1,large,13,6,10600,0,0,0
2231,1,small,4,19,10600,0,0,0
2232,1,small,4,19,10600,0,0,0
2233,2,large,12,9,10600,0,0,0
2234,2,medium,9,11,10600,0,0,0
2235,2,large,13,5,10600,0,0,0
2236,2,small,3,18,10600,0,0,0
2237,2,small,4,18,10600,0,0,0
2238,2,small,3,19,10600,0,0,0
2239,3,small,4,19,10600,0,0,0
2240,3,small,3,15,10600,0,0,0
2241,3,medium,7,11,10600,0,0,0
2242,3,small,3,18,10600,0,0,0
2243,3,large,13,7,10600,0,0,0
2244,3,large,13,6,10600,0,0,0
2245,3,large,12,8,10600,0,0,0
2246,1,small,3,18,10700,0,0,0
2247,1,small,4,16,10700,0,0,0
2248,1,small,4,16,10700,0,0,0
2249,1,large,15,5,10700,0,0,0
2250,1,medium,7,11,10700,0,0,0
2251,1,medium,8,11,10700,0,0,0
2252,1,medium,7,10,10700,0,0,0
2253,1,large,12,6,10700,0,0,0
2254,2,medium,7,10,10700,0,0,0
2255,2,medium,7,12,10700,0,0,0
2256,2,large,14,5,10700,0,0,0
2257,2,medium,8,13,10700,0,0,0
2258,2,small,3,19,10700,0,0,0
2259,2,large,16,9,10700,0,0,0
2260,3,small,3,19,10700,0,0,0
2261,3,large,14,7,10700,0,0,0
2262,3,large,15,7,10700,0,0,0
2263,3,large,15,7,10700,0,0,0
2264,3,medium,7,11,10700,0,0,0
2265,3,medium,7,14,10700,0,0,0
2266,3,small,4,15,10700,0,0,0
2267,1,medium,8,14,10800,0,0,0
2268,1,small,3,18,10800,0,0,0
2269,1,large,15,6,10800,0,0,0
2270,1,medium,8,14,10800,0,0,0
2271,1,medium,9,11,10800,0,0,0
2272,1,large,13,9,10800,0,0,0
2273,2,medium,9,10,10800,0,0,0
2274,2,small,3,17,10800,0,0,0
2275,2,large,12,6,10800,0,0,0
2276,2,small,4,17,10800,0,0,0
2277,2,small,4,19,10800,0,0,0
2278,2,large,16,6,10800,0,0,0
2279,3,small,3,16,10800,0,0,0
2280,3,small,4,16,10800,0,0,0
2281,3,small,3,19,10800,0,0,0
2282,3,large,12,7,10800,0,0,0
2283,3,large,15,6,10800,0,0,0
2284,3,small,3,16,10800,0,0,0
2285,3,large,13,7,10800,0,0,0
2286,3,medium,7,12,10800,0,0,0
2287,1,small,3,15,10900,0,0,0
2288,1,small,3,16,10900,0,0,0
2289,1,medium,8,13,10900,0,0,0
2290,1,large,14,9,10900,0,0,0
2291,1,medium,9,12,10900,0,0,0
2292,1,medium,8,10,10900,0,0,0
2293,1,small,3,18,10900,0,0,0
2294,2,medium,9,11,10900,0,0,0
2295,2,medium,8,12,10900,0,0,0
2296,2,small,4,16,10900,0,0,0
2297,2,small,4,17,10900,0,0,0
2298,2,medium,8,12,10900,0,0,0
2299,2,small,3,15,10900,0,0,0
2300,2,medium,9,13,10900,0,0,0
2301,3,medium,9,12,10900,0,0,0
2302,3,large,14,8,10900,0,0,0
2303,3,medium,7,11,10900,0,0,0
2304,3,small,3,19,10900,0,0,0
2305,3,medium,9,14,10900,0,0,0
2306,3,medium,8,12,10900,0,0,0
2307,3,large,16,9,10900,0,0,0
2308,3,large,12,9,10900,0,0,0
2309,1,small,3,15,11000,0,0,0
2310,1,small,3,19,11000,0,0,0
2311,1,large,12,9,11000,0,0,0
2312,1,medium,8,12,11000,0,0,0
2313,1,large,16,5,11000,0,0,0
2314,1,medium,8,14,11000,0,0,0
2315,1,small,3,17,11000,0,0,0
2316,1,medium,7,14,11000,0,0,0
2317,2,large,12,6,11000,0,0,0
2318,2,small,3,17,11000,0,0,0
2319,2,small,3,19,11000,0,0,0
2320,2,medium,8,10,11000,0,0,0
2321,2,large,14,7,11000,0,0,0
2322,2,medium,8,12,11000,0,0,0
2323,3,small,3,18,11000,0,0,0
2324,3,medium,9,11,11000,0,0,0
2325,3,medium,9,11,11000,0,0,0
2326,3,small,3,17,11000,0,0,0
2327,3,medium,8,14,11000,0,0,0
2328,3,small,4,18,11000,0,0,0
2329,1,small,3,19,11100,0,0,0
2330,1,medium,8,14,11100,0,0,0
2331,1,large,15,8,11100,0,0,0
2332,1,large,12,9,11100,0,0,0
2333,1,medium,9,11,11100,0,0,0
2334,1,large,13,8,11100,0,0,0
2335,1,small,4,15,11100,0,0,0
2336,2,medium,8,13,11100,0,0,0
2337,2,medium,7,10,11100,0,0,0
2338,2,large,16,5,11100,0,0,0
2339,2,large,16,5,11100,0,0,0
2340,2,large,12,7,11100,0,0,0
2341,2,large,13,7,11100,0,0,0
2342,2,small,3,19,11100,0,0,0
2343,2,small,3,16,11100,0,0,0
2344,3,small,3,17,11100,0,0,0
2345,3,medium,9,14,11100,0,0,0
2346,3,large,13,7,11100,0,0,0
2347,3,large,12,6,11100,0,0,0
2348,3,medium,9,14,11100,0,0,0
2349,3,medium,9,12,11100,0,0,0
2350,3,large,12,8,11100,0,0,0
2351,1,medium,9,13,11200,0,0,0
2352,1,medium,7,10,11200,0,0,0
2353,1,medium,8,13,11200,0,0,0
2354,1,medium,7,10,11200,0,0,0
2355,1,large,16,6,11200,0,0,0
2356,1,large,13,9,11200,0,0,0
2357,2,large,13,8,11200,0,0,0
2358,2,small,3,17,11200,0,0,0
2359,2,large,15,8,11200,0,0,0
2360,2,medium,8,10,11200,0,0,0
2361,2,large,12,6,11200,0,0,0
2362,2,large,14,6,11200,0,0,0
2363,2,small,3,16,11200,0,0,0
2364,3,large,15,6,11200,0,0,0
2365,3,medium,7,14,11200,0,0,0
2366,3,medium,9,11,11200,0,0,0
2367,3,large,14,8,11200,0,0,0
2368,3,large,13,6,11200,0,0,0
2369,3,small,3,19,11200,0,0,0
2370,1,large,12,7,11300,0,0,0
2371,1,small,4,15,11300,0,0,0
2372,1,small,3,19,11300,0,0,0
2373,1,medium,8,13,11300,0,0,0
2374,1,medium,7,12,11300,0,0,0
2375,1,large,16,7,11300,0,0,0
2376,1,large,12,6,11300,0,0,0
2377,2,medium,9,10,11300,0,0,0
2378,2,large,16,5,11300,0,0,0
2379,2,large,16,9,11300,0,0,0
2380,2,large,14,6,11300,0,0,0
2381,2,large,16,8,11300,0,0,0
2382,2,small,4,18,11300,0,0,0
2383,2,large,12,9,11300,0,0,0
2384,3,large,14,9,11300,0,0,0
2385,3,medium,8,14,11300,0,0,0
2386,3,large,16,6,11300,0,0,0
2387,3,medium,8,10,11300,0,0,0
2388,3,large,15,7,11300,0,0,0
2389,3,small,3,15,11300,0,0,0
2390,3,small,3,15,11300,0,0,0
2391,3,small,4,19,11300,0,0,0
2392,1,small,3,16,11400,0,0,0
2393,1,small,4,17,11400,0,0,0
2394,1,large,13,6,11400,0,0,0
2395,1,large,15,5,11400,0,0,0
2396,1,large,15,9,11400,0,0,0
2397,1,small,3,17,11400,0,0,0
2398,1,medium,7,11,11400,0,0,0
2399,1,medium,8,11,11400,0,0,0
2400,2,medium,8,11,11400,0,0,0
2401,2,large,12,6,11400,0,0,0
2402,2,large,16,9,11400,0,0,0
2403,2,large,12,8,11400,0,0,0
2404,2,medium,7,12,11400,0,0,0
2405,2,small,3,18,11400,0,0,0
2406,2,large,14,7,11400,0,0,0
2407,2,large,16,5,11400,0,0,0
2408,3,large,15,8,11400,0,0,0
2409,3,medium,9,10,11400,0,0,0
2410,3,large,15,9,11400,0,0,0
2411,3,medium,9,14,11400,0,0,0
2412,3,large,12,6,11400,0,0,0
2413,3,small,4,19,11400,0,0,0
2414,1,small,3,19,11500,0,0,0
2415,1,small,4,15,11500,0,0,0
2416,1,medium,9,10,11500,0,0,0
2417,1,medium,7,11,11500,0,0,0
2418,1,small,3,15,11500,0,0,0
2419,1,small,3,19,11500,0,0,0
2420,2,small,4,17,11500,0,0,0
2421,2,medium,7,13,11500,0,0,0
2422,2,medium,8,10,11500,0,0,0
2423,2,medium,7,13,11500,0,0,0
2424,2,small,3,16,11500,0,0,0
2425,2,large,12,8,11500,0,0,0
2426,3,large,16,7,11500,0,0,0
2427,3,small,4,16,11500,0,0,0
2428,3,small,3,15,11500,0,0,0
2429,3,small,3,17,11500,0,0,0
2430,3,medium,7,13,11500,0,0,0
2431,3,medium,9,10,11500,0,0,0
2432,3,large,16,7,11500,0,0,0
2433,3,large,12,7,11500,0,0,0
2434,1,small,4,17,11600,0,0,0
2435,1,large,12,6,11600,0,0,0
2436,1,medium,8,14,11600,0,0,0
2437,1,large,15,6,11600,0,0,0
2438,1,medium,9,11,11600,0,0,0
2439,1,medium,7,11,11600,0,0,0
2440,1,large,15,8,11600,0,0,0
2441,1,large,14,5,11600,0,0,0
2442,2,medium,9,14,11600,0,0,0
2443,2,small,3,16,11600,0,0,0
2444,2,small,4,17,11600,0,0,0
2445,2,small,3,15,11600,0,0,0
2446,2,medium,7,12,11600,0,0,0
2447,2,medium,8,13,11600,0,0,0
2448,2,small,3,16,11600,0,0,0
2449,3,medium,9,11,11600,0,0,0
2450,3,small,3,17,11600,0,0,0
2451,3,small,3,16,11600,0,0,0
2452,3,small,3,17,11600,0,0,0
2453,3,medium,7,12,11600,0,0,0
2454,3,medium,8,14,11600,0,0,0
2455,3,large,16,8,11600,0,0,0
2456,3,large,13,8,11600,0,0,0
2457,1,medium,7,10,11700,0,0,0
2458,1,large,13,6,11700,0,0,0
2459,1,large,15,8,11700,0,0,0
2460,1,medium,7,14,11700,0,0,0
2461,1,medium,7,10,11700,0,0,0
2462,1,medium,9,13,11700,0,0,0
2463,1,large,16,5,11700,0,0,0
2464,2,medium,7,11,11700,0,0,0
2465,2,small,3,15,11700,0,0,0
2466,2,medium,8,14,11700,0,0,0
2467,2,medium,7,14,11700,0,0,0
2468,2,medium,9,14,11700,0,0,0
2469,2,medium,7,12,11700,0,0,0
2470,3,medium,8,12,11700,0,0,0
2471,3,medium,8,11,11700,0,0,0
2472,3,large,15,9,11700,0,0,0
2473,3,medium,7,10,11700,0,0,0
2474,3,medium,7,12,11700,0,0,0
2475,3,small,3,15,11700,0,0,0
2476,3,small,4,19,11700,0,0,0
2477,1,large,14,7,11800,0,0,0
2478,1,small,4,15,11800,0,0,0
2479,1,small,3,15,11800,0,0,0
2480,1,medium,7,13,11800,0,0,0
2481,1,large,14,8,11800,0,0,0
2482,1,large,16,5,11800,0,0,0
2483,2,small,3,16,11800,0,0,0
2484,2,small,4,19,11800,0,0,0
2485,2,medium,8,14,11800,0,0,0
2486,2,small,4,16,11800,0,0,0
2487,2,medium,8,13,11800,0,0,0
2488,2,large,14,7,11800,0,0,0
2489,3,small,3,18,11800,0,0,0
2490,3,medium,8,14,11800,0,0,0
2491,3,small,3,18,11800,0,0,0
2492,3,large,14,7,11800,0,0,0
2493,3,large,14,8,11800,0,0,0
2494,3,large,15,7,11800,0,0,0
2495,3,small,3,17,11800,0,0,0
2496,1,medium,7,11,11900,0,0,0
2497,1,large,16,8,11900,0,0,0
2498,1,medium,7,14,11900,0,0,0
2499,1,small,4,16,11900,0,0,0
2500,1,medium,9,14,11900,0,0,0
2501,1,small,4,17,11900,0,0,0
2502,1,large,14,7,11900,0,0,0
2503,1,small,4,15,11900,0,0,0
2504,2,small,4,16,11900,0,0,0
2505,2,medium,9,13,11900,0,0,0
2506,2,small,4,17,11900,0,0,0
2507,2,large,15,5,11900,0,0,0
2508,2,medium,9,10,11900,0,0,0
2509,2,large,13,9,11900,0,0,0
2510,2,medium,7,11,11900,0,0,0
2511,3,medium,7,11,11900,0,0,0
2512,3,large,12,6,11900,0,0,0
2513,3,small,3,17,11900,0,0,0
2514,3,small,4,17,11900,0,0,0
2515,3,medium,9,12,11900,0,0,0
2516,3,small,4,18,11900,0,0,0
2517,3,small,4,19,11900,0,0,0
2518,1,small,4,19,12000,0,0,0
2519,1,small,4,18,12000,0,0,0
2520,1,medium,8,12,12000,0,0,0
2521,1,small,4,16,12000,0,0,0
2522,1,large,14,7,12000,0,0,0
2523,1,small,3,17,12000,0,0,0
2524,1,medium,9,10,12000,0,0,0
2525,1,medium,8,10,12000,0,0,0
2526,2,medium,9,10,12000,0,0,0
2527,2,medium,8,11,12000,0,0,0
2528,2,large,13,9,12000,0,0,0
2529,2,large,15,8,12000,0,0,0
2530,2,large,12,9,12000,0,0,0
2531,2,medium,7,13,12000,0,0,0
2532,3,medium,8,11,12000,0,0,0
2533,3,medium,8,11,12000,0,0,0
2534,3,medium,7,10,12000,0,0,0
2535,3,large,13,7,12000,0,0,0
2536,3,small,3,17,12000,0,0,0
2537,3,small,3,19,12000,0,0,0
2538,3,small,4,18,12000,0,0,0
2539,3,medium,8,10,12000,0,0,0
2540,1,large,12,5,12100,0,0,0
2541,1,large,16,9,12100,0,0,0
2542,1,medium,8,14,12100,0,0,0
2543,1,small,3,18,12100,0,0,0
2544,1,small,4,15,12100,0,0,0
2545,1,small,3,18,12100,0,0,0
2546,2,medium,9,13,12100,0,0,0
2547,2,large,12,7,12100,0,0,0
2548,2,small,4,15,12100,0,0,0
2549,2,large,12,5,12100,0,0,0
2550,2,medium,9,11,12100,0,0,0
2551,2,small,4,17,12100,0,0,0
2552,2,medium,7,11,12100,0,0,0
2553,3,small,3,18,12100,0,0,0
2554,3,large,15,7,12100,0,0,0
2555,3,small,3,16,12100,0,0,0
2556,3,large,15,9,12100,0,0,0
2557,3,medium,9,14,12100,0,0,0
2558,3,large,12,7,12100,0,0,0
2559,3,small,3,18,12100,0,0,0
2560,3,large,16,8,12100,0,0,0
2561,1,medium,8,12,12200,0,0,0
2562,1,large,16,6,12200,0,0,0
2563,1,medium,7,12,12200,0,0,0
2564,1,medium,8,10,12200,0,0,0
2565,1,medium,7,10,12200,0,0,0
2566,1,small,4,15,12200,0,0,0
2567,1,small,3,16,12200,0,0,0
2568,1,large,15,6,12200,0,0,0
2569,2,large,13,6,12200,0,0,0
2570,2,small,3,19,12200,0,0,0
2571,2,small,4,18,12200,0,0,0
2572,2,small,3,17,12200,0,0,0
2573,2,large,15,7,12200,0,0,0
2574,2,small,4,15,12200,0,0,0
2575,2,large,14,5,12200,0,0,0
2576,2,large,16,5,12200,0,0,0
2577,3,large,16,9,12200,0,0,0
2578,3,small,4,15,12200,0,0,0
2579,3,small,4,15,12200,0,0,0
2580,3,medium,7,14,12200,0,0,0
2581,3,large,13,5,12200,0,0,0
2582,3,large,14,5,12200,0,0,0
2583,1,small,4,17,12300,0,0,0
2584,1,medium,7,11,12300,0,0,0
2585,1,medium,9,11,12300,0,0,0
2586,1,small,3,19,12300,0,0,0
2587,1,medium,8,11,12300,0,0,0
2588,1,medium,7,12,12300,0,0,0
2589,1,large,12,5,12300,0,0,0
2590,1,large,15,9,12300,0,0,0
2591,2,medium,9,13,12300,0,0,0
2592,2,medium,8,14,12300,0,0,0
2593,2,large,15,6,12300,0,0,0
2594,2,medium,8,11,12300,0,0,0
2595,2,large,15,7,12300,0,0,0
2596,2,large,12,9,12300,0,0,0
2597,2,small,3,17,12300,0,0,0
2598,3,large,12,7,12300,0,0,0
2599,3,small,3,16,12300,0,0,0
2600,3,small,4,15,12300,0,0,0
2601,3,large,14,7,12300,0,0,0
2602,3,medium,9,11,12300,0,0,0
2603,3,medium,9,10,12300,0,0,0
2604,3,large,16,9,12300,0,0,0
2605,3,small,3,19,12300,0,0,0
2606,1,small,4,15,12400,0,0,0
2607,1,large,16,5,12400,0,0,0
2608,1,medium,8,13,12400,0,0,0
2609,1,medium,7,11,12400,0,0,0
2610,1,large,13,5,12400,0,0,0
2611,1,small,4,18,12400,0,0,0
2612,1,large,12,6,12400,0,0,0
2613,1,medium,7,13,12400,0,0,0
2614,2,small,3,15,12400,0,0,0
2615,2,medium,8,14,12400,0,0,0
2616,2,medium,9,13,12400,0,0,0
2617,2,small,4,16,12400,0,0,0
2618,2,small,4,19,12400,0,0,0
2619,2,medium,7,12,12400,0,0,0
2620,2,large,14,6,12400,0,0,0
2621,2,large,13,9,12400,0,0,0
2622,3,small,4,15,12400,0,0,0
2623,3,large,12,5,12400,0,0,0
2624,3,large,16,8,12400,0,0,0
2625,3,small,3,18,12400,0,0,0
2626,3,small,3,16,12400,0,0,0
2627,3,small,4,18,12400,0,0,0
2628,1,medium,9,13,12500,0,0,0
2629,1,small,3,15,12500,0,0,0
2630,1,small,4,16,12500,0,0,0
2631,1,medium,7,11,12500,0,0,0
2632,1,medium,8,12,12500,0,0,0
2633,1,large,16,6,12500,0,0,0
2634,1,large,16,9,12500,0,0,0
2635,1,small,3,19,12500,0,0,0
2636,2,large,15,8,12500,0,0,0
2637,2,large,12,5,12500,0,0,0
2638,2,small,3,16,12500,0,0,0
2639,2,large,15,8,12500,0,0,0
2640,2,small,4,19,12500,0,0,0
2641,2,large,15,5,12500,0,0,0
2642,2,small,4,17,12500,0,0,0
2643,2,large,16,9,12500,0,0,0
2644,3,small,3,17,12500,0,0,0
2645,3,small,3,16,12500,0,0,0
2646,3,small,4,17,12500,0,0,0
2647,3,medium,7,10,12500,0,0,0
2648,3,large,12,5,12500,0,0,0
2649,3,large,16,7,12500,0,0,0
2650,3,large,13,5,12500,0,0,0
2651,1,medium,7,14,12600,0,0,0
2652,1,small,4,17,12600,0,0,0
2653,1,small,4,19,12600,0,0,0
2654,1,large,13,6,12600,0,0,0
2655,1,large,15,7,12600,0,0,0
2656,1,medium,7,12,12600,0,0,0
2657,1,large,13,8,12600,0,0,0
2658,2,small,3,18,12600,0,0,0
2659,2,medium,8,13,12600,0,0,0
2660,2,small,3,16,12600,0,0,0
2661,2,small,3,18,12600,0,0,0
2662,2,medium,7,11,12600,0,0,0
2663,2,large,13,8,12600,0,0,0
2664,3,large,16,6,12600,0,0,0
2665,3,large,13,5,12600,0,0,0
2666,3,small,3,17,12600,0,0,0
2667,3,medium,8,10,12600,0,0,0
2668,3,medium,8,13,12600,0,0,0
2669,3,large,14,8,12600,0,0,0
2670,3,medium,7,13,12600,0,0,0
2671,1,small,4,15,12700,0,0,0
2672,1,large,12,8,12700,0,0,0
2673,1,medium,8,10,12700,0,0,0
2674,1,small,4,17,12700,0,0,0
2675,1,medium,8,14,12700,0,0,0
2676,1,medium,8,13,12700,0,0,0
2677,1,large,12,6,12700,0,0,0
2678,1,large,12,7,12700,0,0,0
2679,2,small,4,15,12700,0,0,0
2680,2,small,3,19,12700,0,0,0
2681,2,medium,7,12,12700,0,0,0
2682,2,medium,7,11,12700,0,0,0
2683,2,medium,8,12,12700,0,0,0
2684,2,large,14,9,12700,0,0,0
2685,2,small,4,19,12700,0,0,0
2686,3,small,4,16,12700,0,0,0
2687,3,small,4,18,12700,0,0,0
2688,3,medium,7,13,12700,0,0,0
2689,3,medium,9,10,12700,0,0,0
2690,3,medium,8,10,12700,0,0,0
2691,3,small,4,19,12700,0,0,0
2692,3,medium,8,14,12700,0,0,0
2693,3,large,13,7,12700,0,0,0
2694,1,small,4,15,12800,0,0,0
2695,1,large,13,6,12800,0,0,0
2696,1,large,13,9,12800,0,0,0
2697,1,small,4,19,12800,0,0,0
2698,1,medium,9,13,12800,0,0,0
2699,1,large,12,9,12800,0,0,0
2700,2,medium,7,11,12800,0,0,0
2701,2,small,3,16,12800,0,0,0
2702,2,small,3,15,12800,0,0,0
2703,2,large,12,7,12800,0,0,0
2704,2,large,12,9,12800,0,0,0
2705,2,medium,8,14,12800,0,0,0
2706,3,medium,9,14,12800,0,0,0
2707,3,large,14,7,12800,0,0,0
2708,3,medium,8,10,12800,0,0,0
2709,3,small,4,18,12800,0,0,0
2710,3,small,4,17,12800,0,0,0
2711,3,small,3,15,12800,0,0,0
2712,3,medium,7,14,12800,0,0,0
2713,3,large,16,9,12800,0,0,0
2714,1,large,13,6,12900,0,0,0
2715,1,medium,8,14,12900,0,0,0
2716,1,small,4,16,12900,0,0,0
2717,1,large,14,8,12900,0,0,0
2718,1,medium,8,14,12900,0,0,0
2719,1,medium,9,11,12900,0,0,0
2720,1,large,13,5,12900,0,0,0
2721,1,large,15,8,12900,0,0,0
2722,2,small,4,19,12900,0,0,0
2723,2,large,16,5,12900,0,0,0
2724,2,large,13,5,12900,0,0,0
2725,2,small,4,18,12900,0,0,0
2726,2,medium,9,14,12900,0,0,0
2727,2,small,3,19,12900,0,0,0
2728,2,medium,9,12,12900,0,0,0
2729,2,medium,7,11,12900,0,0,0
2730,3,small,3,16,12900,0,0,0
2731,3,medium,7,13,12900,0,0,0
2732,3,small,3,19,12900,0,0,0
2733,3,large,16,9,12900,0,0,0
2734,3,small,3,17,12900,0,0,0
2735,3,small,3,18,12900,0,0,0
2736,1,medium,7,11,13000,0,0,0
2737,1,medium,7,13,13000,0,0,0
2738,1,small,3,17,13000,0,0,0
2739,1,small,4,15,13000,0,0,0
2740,1,small,4,15,13000,0,0,0
2741,1,small,4,15,13000,0,0,0
2742,1,large,16,9,13000,0,0,0
2743,1,medium,7,11,13000,0,0,0
2744,2,large,13,7,13000,0,0,0
2745,2,large,12,8,13000,0,0,0
2746,2,medium,9,14,13000,0,0,0
2747,2,small,3,17,13000,0,0,0
2748,2,small,3,17,13000,0,0,0
2749,2,small,3,16,13000,0,0,0
2750,3,large,15,8,13000,0,0,0
2751,3,medium,8,12,13000,0,0,0
2752,3,medium,7,10,13000,0,0,0
2753,3,medium,9,13,13000,0,0,0
2754,3,small,4,16,13000,0,0,0
2755,3,large,12,7,13000,0,0,0
2756,3,large,12,8,13000,0,0,0
2757,1,small,4,15,13100,0,0,0
2758,1,medium,8,11,13100,0,0,0
2759,1,small,4,18,13100,0,0,0
2760,1,small,3,15,13100,0,0,0
2761,1,small,3,19,13100,0,0,0
2762,1,small,4,19,13100,0,0,0
2763,1,medium,7,13,13100,0,0,0
2764,2,small,3,18,13100,0,0,0
2765,2,large,16,7,13100,0,0,0
2766,2,large,12,9,13100,0,0,0
2767,2,small,4,19,13100,0,0,0
2768,2,small,3,18,13100,0,0,0
2769,2,small,4,16,13100,0,0,0
2770,2,small,3,16,13100,0,0,0
2771,3,medium,7,10,13100,0,0,0
2772,3,small,3,19,13100,0,0,0
2773,3,large,12,9,13100,0,0,0
2774,3,small,4,19,13100,0,0,0
2775,3,medium,7,12,13100,0,0,0
2776,3,large,14,9,13100,0,0,0
2777,1,medium,9,12,13200,0,0,0
2778,1,large,14,9,13200,0,0,0
2779,1,small,4,17,13200,0,0,0
2780,1,large,14,9,13200,0,0,0
2781,1,small,3,18,13200,0,0,0
2782,1,small,3,15,13200,0,0,0
2783,2,large,12,8,13200,0,0,0
2784,2,medium,8,11,13200,0,0,0
2785,2,small,4,19,13200,0,0,0
2786,2,medium,9,12,13200,0,0,0
2787,2,small,3,15,13200,0,0,0
2788,2,medium,7,14,13200,0,0,0
2789,3,small,4,19,13200,0,0,0
2790,3,small,4,17,13200,0,0,0
2791,3,large,15,8,13200,0,0,0
2792,3,small,3,18,13200,0,0,0
2793,3,medium,7,14,13200,0,0,0
2794,3,small,4,18,13200,0,0,0
2795,1,large,12,7,13300,0,0,0
2796,1,medium,7,10,13300,0,0,0
2797,1,small,3,15,13300,0,0,0
2798,1,large,12,9,13300,0,0,0
2799,1,medium,9,14,13300,0,0,0
2800,1,medium,9,13,13300,0,0,0
2801,1,small,3,19,13300,0,0,0
2802,1,medium,9,13,13300,0,0,0
2803,2,medium,9,10,13300,0,0,0
